gene,SubGroup-20220223-122243_log2FoldChange,SubGroup-20220223-141121_log2FoldChange,SubGroup-20220223-145715_log2FoldChange,SubGroup-log2FC_median,SubGroup-log2FC_mean,NT-TP_log2FoldChange,pvalue
PABPC1L,1.4580204025438943,1.142103285060562,1.0512625488973024,1.142103285060562,1.19837238039058,,
PNPLA3,-1.9419783908504689,-1.3404313015447684,-1.5027170055594123,-1.5027170055594123,-1.5719609258785154,,
GDPD5,1.1390394507300032,1.136378995433096,1.2492569700369522,1.1390394507300032,1.1659287167325136,,
ACTL8,-2.1550918535819026,1.2471269534038374,-1.770271623086415,-1.770271623086415,-1.1121270365877238,1.261863589823927,0.0022496013814352752
TRIM7,-2.7157610339512783,-1.5360898957771314,-2.5525723389822423,-2.5525723389822423,-2.3392489019232237,,
TTC29,-3.456618405662982,-3.035920411894421,-4.108866551591072,-3.456618405662982,-3.514505943702864,,
REG4,-2.9412487332499078,-2.693958808792004,-3.81792580772354,-2.9412487332499078,-3.0985955207538396,,
ZNF541,1.6649341372588375,2.2845924715701953,2.156587313079704,2.156587313079704,2.0656753087471103,,
PHYHIPL,1.4737606861170727,1.1445207120014,1.957730786747082,1.4737606861170727,1.5124432177456568,,
PLA2G12B,1.548411666338846,1.5677296529599098,1.6613312262567297,1.5677296529599098,1.586300549628849,,
LOC84740,-4.241255263491441,-3.1565492995604405,-3.4538986160187606,-3.4538986160187606,-3.5764004487723504,,
C6orf105,-1.112967778990198,-1.4133514089219907,-1.203060554960472,-1.203060554960472,-1.2331100744582832,,
NKD1,1.472579715941953,1.2997543842547232,1.689191570177042,1.472579715941953,1.483526346578918,,
UMODL1,1.1480840295968957,1.0063757417056125,1.8543761900769438,1.1480840295968957,1.2892299977440869,,
CHRFAM7A,-1.5725898733337353,-1.0934183489151232,-1.4332984943498503,-1.4332984943498503,-1.3831513027371398,,
SHF,-1.1593262389124053,-1.0932806419950918,-1.3662687123920838,-1.1593262389124053,-1.1945504580529966,,
CREB3L1,-1.3421714815772048,-1.008880004049476,-1.5512570038095737,-1.3421714815772048,-1.311119992753365,,
RASL10B,1.7818679748237354,1.7494345714731618,1.947775103535003,1.7818679748237354,1.815236406163909,,
TMEM132C,3.491016092278731,3.993905931152512,4.58890544943012,3.993905931152512,4.016933351003469,-1.0034174962342386,0.04126908392879866
PNMA5,-1.9459011216984268,-1.7887261591985284,6.555210867155511,-1.7887261591985284,0.2579643567650068,4.566421942560295,1.047541417327558e-08
SLC26A9,-3.782393036852848,-3.247927185807823,-3.4774624975945754,-3.4774624975945754,-3.4963113044624556,2.5691045222234252,4.406022071925553e-06
FBXO17,1.1241205428078758,1.3591585650603095,1.5693025196020287,1.3591585650603095,1.3529350481326308,,
ARL11,1.2926730147145975,1.0049682256138701,1.2105805842619992,1.2105805842619992,1.1797006022131165,,
PHACTR3,1.3489920740332046,1.9434952631194309,2.0591734922245384,1.9434952631194309,1.8237890231241511,,
MIA2,-1.4664842627639052,-1.1898086586118384,-1.1345307122887196,-1.1898086586118384,-1.2451580730690752,,
KIF19,-2.110362327410286,-2.0035994068975285,-2.6942309794476804,-2.110362327410286,-2.2296387602914454,1.1641584525722193,0.0030441495028482157
B4GALNT2,-1.3322156660945381,-2.2542384032678746,-1.3451555086539528,-1.3451555086539528,-1.5691912716675795,,
SPACA3,2.6173374972510266,2.1434945228501294,2.767192560831763,2.6173374972510266,2.5363405195459863,,
KRT40,1.47988020854304,1.3126054708661965,1.5643742813427006,1.47988020854304,1.4591850423237442,,
HSPB6,1.5916715333841287,1.1247186121657078,2.415851221161192,1.5916715333841287,1.6809782250237892,,
VWA5B1,2.379562974550737,1.7926489094772702,1.7999065890810233,1.7999065890810233,1.9430062655475133,,
C20orf165,1.5280055454841017,1.2255405515650002,1.2477410956010282,1.2477410956010282,1.3122570720627895,,
DUSP15,1.4334295597825089,1.4269403707599153,1.4788156858705974,1.4334295597825089,1.4431537940488826,,
TSPYL3,1.2341374402885685,1.0118695025435227,1.4245036981650527,1.2341374402885685,1.226162020321428,,
SPATA18,-1.1384533287278409,-1.2161168359312364,-1.0762955549725393,-1.1384533287278409,-1.1423297620898643,,
TRIM40,-1.2146101666846891,-1.2583919893836821,-1.5419392752809438,-1.2583919893836821,-1.3183333551832492,,
MUC17,-2.1102829056568058,-1.3232156329677918,-2.1881578617547177,-2.1102829056568058,-1.9329848265090304,,
C20orf56,-1.6071198625381447,-1.6175191808962355,-2.222954194016183,-1.6175191808962355,-1.7662781045866998,,
ITLN2,-1.366795639304589,-1.4349455331233627,-2.4816098775626663,-1.4349455331233627,-1.6795741457784952,2.2275432700473967,0.0003607498888298362
ISM2,1.7342830693672298,2.8559385401008304,2.044690006025709,2.044690006025709,2.1699004053798694,,
NOTUM,1.6019976970065224,1.4857135294263144,1.804593972705139,1.6019976970065224,1.6235757240361246,1.1404070218858695,0.009421440138306363
APCDD1,1.087320664063122,1.039043180717675,1.3424407958863667,1.087320664063122,1.1390313261825713,,
SLC38A11,1.278998324409517,1.4379014302147257,1.9876005009840436,1.4379014302147257,1.535600421455753,,
TRY6,-1.8651608678636709,-1.5101725399768373,-1.9306487979455775,-1.8651608678636709,-1.7927857684124393,1.9557171126626183,0.002719989940431788
AGR3,-1.1168388048132813,-1.320122425188289,-1.482776017111739,-1.320122425188289,-1.3099649180753996,,
RHBDL3,-1.2006110245501553,-2.0616073753002238,-1.8833449697536415,-1.8833449697536415,-1.7572270848394158,1.5008549707092926,1.2555219957696018e-05
LGI4,1.2122835891259471,1.0031808870393635,1.5457742601104711,1.2122835891259471,1.2433805813504322,,
B3GNT6,-1.4144114809361423,-2.062031171849535,-2.2592695501050226,-2.062031171849535,-1.949435843685059,1.2227194707824212,0.004090842007846095
SDR16C5,-1.8711337058866868,-1.4216036867863273,-2.0211195033697966,-1.8711337058866868,-1.7962476504823743,,
TMEM61,-1.6248416499753109,-1.7413746976295703,-1.9980961100386083,-1.7413746976295703,-1.776421788818265,,
ZBTB7C,-1.6677387276804632,-1.5915761744982482,-1.8537599943915142,-1.6677387276804632,-1.6952034060626722,,
VWDE,2.0398989274888777,1.254306107284998,1.9265928667202108,1.9265928667202108,1.7868476920535743,,
HEPACAM2,-1.9546568995329467,-2.7498846721910843,-2.3117670769814533,-2.3117670769814533,-2.3320189314217346,,
C11orf86,-1.1095846083155068,-1.5210815857468032,-1.5531224575835114,-1.5210815857468032,-1.426217559348156,,
MAP7D2,1.9620048260608383,1.4002708075021,1.660265019455791,1.660265019455791,1.6707014181186302,,
GPR110,-2.8021612547729937,-1.873632387828923,-2.686161838119292,-2.686161838119292,-2.512029329710125,,
PLA2G4D,-1.0742721362874046,-1.1994042262704054,-1.13438040773213,-1.13438040773213,-1.1356092945055174,,
NCRNA00176,2.0519332014292373,1.044227809950439,1.6594436574889968,1.6594436574889968,1.6037620815894176,,
TUSC5,2.183404075473188,2.956294129801665,3.6790107539468933,2.956294129801665,2.9437507722558527,-1.1267799125420424,0.03257059124789246
GPR120,-1.7083434878722927,-1.7085913677135511,-2.0956035479016477,-1.7085913677135511,-1.8052824428002607,,
ESPNL,1.1416756303807052,1.074500575175292,1.1659674354309728,1.1416756303807052,1.1309548178419186,,
SLC35D3,1.4024065385179039,1.2601872398958782,1.2945561123423888,1.2945561123423888,1.31292650077464,,
VSIG1,-2.4495879870783863,-2.2485526486482423,-2.520186899761342,-2.4495879870783863,-2.4169788806415893,,
PALM3,1.2342996788193137,1.0857364603040125,1.2895217152869476,1.2342996788193137,1.2109643833073969,,
KLRG2,1.9939068087265983,2.183979915461013,1.8352125411494367,1.9939068087265983,2.0017515185159116,,
C6orf174,1.5576220237179992,1.6503589714101876,1.822342686564231,1.6503589714101876,1.6701706632756514,,
LRRC26,-1.0164640191876573,-1.6774487889377,-1.7053695315664084,-1.6774487889377,-1.5191827821573665,,
FAM177B,-2.3852973579614956,-2.0474197405868346,-3.0457202911439722,-2.3852973579614956,-2.4659336869134494,,
FLJ22536,1.3159529078047776,1.0501539987060444,1.5021029494737923,1.3159529078047776,1.296040690947348,,
DUOXA2,-1.6487449007751087,-1.9627063360365193,-1.9537022216633404,-1.9537022216633404,-1.8797139200345772,,
TRIM72,-2.088183274353043,-2.0742481027069357,-2.004245597501838,-2.0742481027069357,-2.060231269317188,,
CT45A1,8.834517989139556,7.858719463184459,6.985772261072065,7.858719463184459,7.8844322941451335,,
SFTPA1,3.140780299111347,2.0581465767224283,3.529316238519308,3.140780299111347,2.9672558533661078,-5.007120568716964,3.859273205695655e-15
FER1L6,-2.274498895200945,-2.538097583838694,-2.6770678485887744,-2.538097583838694,-2.506940477866777,,
MAGEA9B,6.799218946766505,2.4639320747512587,6.152122554237456,6.152122554237456,5.391849032498169,,
HULC,2.3813009950620017,1.2038137839252003,4.859722295987156,2.3813009950620017,2.7065345175090902,,
SHISA9,3.5746856982239157,2.2606043601006625,4.904980316539549,3.5746856982239157,3.578739018272011,-1.068709820955829,0.0257787763406868
LOC100190938,1.7320770500349774,1.5603007720239483,1.640361825547694,1.640361825547694,1.6432753682885783,,
