,gene,SubGroup-20220427-060001_log2FoldChange,SubGroup-20220427-060001_padj,SubGroup-20220430-004133_log2FoldChange,SubGroup-20220430-004133_padj,SubGroup-20220429-185614_log2FoldChange,SubGroup-20220429-185614_padj,SubGroup-20220421-205602_log2FoldChange,SubGroup-20220421-205602_padj,SubGroup-20220421-025501_log2FoldChange,SubGroup-20220421-025501_padj,SubGroup-20220429-003157_log2FoldChange,SubGroup-20220429-003157_padj,SubGroup-20220425-064702_log2FoldChange,SubGroup-20220425-064702_padj,SubGroup-20220429-130636_log2FoldChange,SubGroup-20220429-130636_padj,SubGroup-20220425-081002_log2FoldChange,SubGroup-20220425-081002_padj,SubGroup-20220419-183523_log2FoldChange,SubGroup-20220419-183523_padj,SubGroup-20220323-140755_log2FoldChange,SubGroup-20220323-140755_padj,SubGroup-20220324-071315_log2FoldChange,SubGroup-20220324-071315_padj,SubGroup-20220322-054649_log2FoldChange,SubGroup-20220322-054649_padj,SubGroup-20220425-114106_log2FoldChange,SubGroup-20220425-114106_padj,SubGroup-20220419-223032_log2FoldChange,SubGroup-20220419-223032_padj,SubGroup-20220324-221313_log2FoldChange,SubGroup-20220324-221313_padj,SubGroup-20220418-141453_log2FoldChange,SubGroup-20220418-141453_padj,SubGroup-20220423-160346_log2FoldChange,SubGroup-20220423-160346_padj,SubGroup-20220321-233956_log2FoldChange,SubGroup-20220321-233956_padj,SubGroup-20220423-200800_log2FoldChange,SubGroup-20220423-200800_padj,SubGroup-20220428-164506_log2FoldChange,SubGroup-20220428-164506_padj,SubGroup-20220419-225028_log2FoldChange,SubGroup-20220419-225028_padj,SubGroup-20220325-000524_log2FoldChange,SubGroup-20220325-000524_padj,SubGroup-20220501-032700_log2FoldChange,SubGroup-20220501-032700_padj,SubGroup-20220428-005140_log2FoldChange,SubGroup-20220428-005140_padj,SubGroup-20220415-113944_log2FoldChange,SubGroup-20220415-113944_padj,SubGroup-20220422-183229_log2FoldChange,SubGroup-20220422-183229_padj,SubGroup-20220322-212513_log2FoldChange,SubGroup-20220322-212513_padj,SubGroup-20220322-144533_log2FoldChange,SubGroup-20220322-144533_padj,SubGroup-20220415-113406_log2FoldChange,SubGroup-20220415-113406_padj,SubGroup-20220423-182806_log2FoldChange,SubGroup-20220423-182806_padj,SubGroup-20220423-120742_log2FoldChange,SubGroup-20220423-120742_padj,SubGroup-20220423-145825_log2FoldChange,SubGroup-20220423-145825_padj,SubGroup-20220426-164619_log2FoldChange,SubGroup-20220426-164619_padj,SubGroup-20220424-122548_log2FoldChange,SubGroup-20220424-122548_padj,SubGroup-20220324-063145_log2FoldChange,SubGroup-20220324-063145_padj,SubGroup-20220423-211035_log2FoldChange,SubGroup-20220423-211035_padj,SubGroup-20220322-100645_log2FoldChange,SubGroup-20220322-100645_padj,SubGroup-20220418-071839_log2FoldChange,SubGroup-20220418-071839_padj,SubGroup-20220501-210949_log2FoldChange,SubGroup-20220501-210949_padj,SubGroup-20220424-114549_log2FoldChange,SubGroup-20220424-114549_padj,SubGroup-20220422-154400_log2FoldChange,SubGroup-20220422-154400_padj,SubGroup-20220422-082857_log2FoldChange,SubGroup-20220422-082857_padj,SubGroup-20220430-031450_log2FoldChange,SubGroup-20220430-031450_padj,SubGroup-20220502-031445_log2FoldChange,SubGroup-20220502-031445_padj,SubGroup-20220322-061738_log2FoldChange,SubGroup-20220322-061738_padj,SubGroup-20220422-221945_log2FoldChange,SubGroup-20220422-221945_padj,SubGroup-20220425-213522_log2FoldChange,SubGroup-20220425-213522_padj,SubGroup-20220422-074040_log2FoldChange,SubGroup-20220422-074040_padj,SubGroup-20220422-000353_log2FoldChange,SubGroup-20220422-000353_padj,SubGroup-20220421-043635_log2FoldChange,SubGroup-20220421-043635_padj,SubGroup-20220430-075345_log2FoldChange,SubGroup-20220430-075345_padj,SubGroup-20220424-145230_log2FoldChange,SubGroup-20220424-145230_padj,SubGroup-20220423-113919_log2FoldChange,SubGroup-20220423-113919_padj,SubGroup-20220423-113340_log2FoldChange,SubGroup-20220423-113340_padj,SubGroup-20220422-233617_log2FoldChange,SubGroup-20220422-233617_padj,SubGroup-20220323-043857_log2FoldChange,SubGroup-20220323-043857_padj,SubGroup-20220430-091018_log2FoldChange,SubGroup-20220430-091018_padj,1-blank_ratio,NT-TP_log2FoldChange,pvalue,type_COAD,SUPPORT_COAD,CONFIDENCE_COAD,LIFT_COAD,COUNT_COAD,type_READ,SUPPORT_READ,CONFIDENCE_READ,LIFT_READ,COUNT_READ
2104,PTGFR,,,,,,,,,,,1.6809840180940536,1.8798039963651532e-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24339810297105,2.5041933671262497e-16,,,,,,,1.0159861984895304,9.223203853698784e-12,,,1.0060712155380476,5.466924091061172e-12,,,,,1.0648234419592946,2.14288747582021e-13,,,,,,,1.2895792268742603,2.691679613544832e-16,,,,,,,,,,,,,,,1.3963534607326946,4.7568068664918666e-18,,,,,,,,,,,,,,,,,,,,,,,,,12.06896551724138,0.4985074884503224,0.0013642249529594785,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0,,,,,
2105,PTGIR,,,,,,,,,,,1.4258158903124996,5.519454134553701e-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0860685774310526,7.983940358636711e-27,,,,,,,,,,,,,,,,,,,,,,,,,1.1031150939758834,7.73715088658229e-27,,,,,,,,,,,,,,,1.4870296586092162,1.3323655264155132e-43,,,,,,,,,,,,,,,,,,,,,,,,,6.896551724137934,,,,,,,,,,,,
2106,PTGS1,,,,,,,,,,,1.1823640817309111,8.489523004434216e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7241379310344862,0.33780429544600016,0.021012754553004456,Colorectal Neoplasms,0.00034872367136281213,0.958904109589041,1.1345940130860033,70.0,,,,,
2107,PTHLH,,,,,,,,,,,1.5514749320677956,2.415243516293148e-25,,,,,,,,,,,,,,,,,-1.0439827693019694,9.125163527531461e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0584465880885892,2.933914679866156e-13,,,,,,,,,,,,,,,1.3527165612245002,1.4588368577575552e-18,,,,,,,,,,,,,,,,,,,,,,,,,6.896551724137934,,,Colorectal Neoplasms,0.00015443476874638822,0.9393939393939394,1.1115091998327384,31.0,,,,,
2108,PTN,,,,,,,,,,,1.3407041562979884,2.462340957547837e-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0446039534859006,4.9211794328816913e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4482758620689613,,,Colorectal Neoplasms,5.97812008050535e-05,0.75,0.8874146030922669,12.0,,,,,
2109,PTPRM,,,,,,,,,,,1.312037999517106,2.237124981984885e-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1247896747597017,1.4783740295180263e-31,,,,,,,,,,,,,,,,,,,,,,,,,3.4482758620689613,,,Colorectal Neoplasms,1.9927066935017835e-05,1.0,1.1832194707896893,4.0,,,,,
2110,PTX3,,,,,,,,,,,1.5990387692915191,3.774460849151513e-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0951037651730209,3.662927958815496e-14,,,,,,,,,,,,,,,,,,,,,,,,,1.186603318224088,3.675529857276141e-16,,,,,,,,,,,,,,,1.2846974251943095,6.19757332421816e-17,,,,,,,,,,,,,,,,,,,,,,,,,6.896551724137934,,,Colorectal Neoplasms,3.985413387003567e-05,0.8888888888888888,1.051750640701946,8.0,,,,,
2111,RAB3IL1,,,,,,,,,,,1.2082654562719577,5.821517173747033e-31,,,,,,,,,,,,,,,,,,,1.1084615551542811,2.0864045254828e-25,,,,,,,,,,,,,,,,,1.2688343182603186,6.042269301142907e-35,,,,,,,1.1515233858668448,3.3814988241250546e-27,,,1.128835716140829,1.9142638122852e-27,1.1868020677161637,2.4337046835067982e-27,1.0580473666570072,8.636986261377216e-23,1.2143995547557307,2.5942631474637717e-32,,,1.081497476976761,1.3078028189404348e-24,,,1.1362997136040125,1.0687366953118556e-25,1.0682017155199437,3.0999389028391986e-23,,,,,,,,,,,,,1.3987198007951442,4.803766399268597e-41,,,,,,,,,,,,,,,,,,,1.070017132557017,2.048397444464301e-25,,,,,22.413793103448278,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0,,,,,
2112,RARB,,,,,,,,,,,1.232495538808343,6.2846749778038e-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0054170868478758,1.1950176666519157e-20,,,,,,,,,,,,,,,,,,,1.0725095855276696,3.131783123746581e-23,,,,,,,,,,,,,1.1320806350400054,2.6328607180308806e-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.896551724137934,,,Colorectal Neoplasms,0.00010461710140884363,0.9130434782608695,1.0803308211558031,21.0,Rectal Neoplasms,3.1303803412114575e-05,0.3333333333333333,1.6387093464655789,1.0
2113,RARRES2,,,,,,,,,,,1.3793439542437236,8.361033971641375e-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1291347682094688,6.862842256063533e-26,,,,,,,,,,,,,,,,,,,,,,,,,1.2348141199593756,2.088088464728352e-31,,,,,,,,,,,,,,,1.228170277079542,1.2465080408636846e-27,,,,,,,,,,,,,,,,,,,,,,,,,6.896551724137934,,,Colorectal Neoplasms,7.472650100631688e-05,1.0,1.1832194707896893,15.0,,,,,
2114,RBP4,,,,,,,,,,,1.1313639197056546,4.8469351893393355e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0356239389860065,1.3426110004643942e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4482758620689613,,,Colorectal Neoplasms,5.97812008050535e-05,0.8571428571428571,1.0141881178197336,12.0,,,,,
2115,RGS4,,,,,,,,,,,1.5844210199047688,2.074493238966856e-16,1.0258104220811088,2.605731114346536e-08,,,,,1.1353152957640031,7.09809707908866e-10,1.274102284145346,1.0357717841997992e-11,,,,,,,,,1.1060762997199487,9.883043062865796e-09,,,,,,,,,,,,,,,,,1.035471468038318,2.430777430271844e-07,,,,,,,1.1371165549885889,5.809217484311214e-09,,,1.5479008331345283,2.221904076311111e-17,1.5654141240664616,1.164537580414168e-16,1.460237024501989,1.5490149998255097e-15,1.3802209466540858,1.4638705786080016e-13,,,1.2451767292208928,3.284453769634728e-11,,,1.116727582065622,1.5023404059539982e-08,,,,,,,,,,,,,,,2.009479875158304,1.7123827113246705e-27,,,,,,,,,,,,,,,,,,,1.0106215655293642,1.0519821522981524e-07,,,,,25.86206896551724,-0.6036994051391729,0.005369739271140603,Colorectal Neoplasms,1.9927066935017835e-05,1.0,1.1832194707896893,4.0,,,,,
2116,RORA,,,,,,,,,,,1.0304850131139822,1.1734615734204261e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7241379310344862,,,Colorectal Neoplasms,5.97812008050535e-05,0.9230769230769231,1.0922025884212518,12.0,,,,,
2117,RTN1,,,,,,,,,,,1.163225795799194,9.254034077092548e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.030701526809951,1.424999792852879e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4482758620689613,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0,,,,,
2118,S100B,,,,,,,,,,,1.073431938561635,2.1165934066428346e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7241379310344862,,,Colorectal Neoplasms,4.981766733754459e-05,0.9090909090909091,1.075654064354263,10.0,,,,,
2119,SCN1B,,,,,,,,,,,1.3360257779119675,8.650153432461708e-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2247658858992831,1.2529197511773415e-26,,,,,,,,,,,,,,,,,,,,,,,,,3.4482758620689613,0.2604035737884796,0.04119713525371568,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0,,,,,
2120,SCN4B,,,,,,,,,,,1.647139880066994,2.2481831342954119e-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0337929609019316,7.192176068805242e-19,,,,,,,1.0603150349753134,6.730262806437485e-16,,,,,,,1.059006230424404,1.9096384092763665e-17,,,1.0929926982411595,1.3008155434290815e-20,1.0754405764368575,1.18553745080561e-17,,,1.0819662967497023,8.458370411824221e-20,,,,,,,1.268186340007134,1.790453245323542e-21,1.079959178945802,5.942815597322772e-16,,,,,,,,,,,,,1.349595009197234,1.001948119424793e-25,,,,,,,,,,,,,,,,,,,,,,,,,17.24137931034483,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0,,,,,
2121,SCN9A,,,,,,,,,,,1.559436940446381,2.3999397408960798e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2087725948597705,2.182445032850324e-12,,,,,,,,,,,,,,,,,,,,,,,,,1.354527119124425,5.54377205553315e-15,1.01948276434474,9.091959368341928e-09,,,,,,,,,,,-1.015424678810899,1.394037112826694e-10,1.3040876621490436,2.16220862541192e-13,,,,,,,,,,,,,,,,,,,,,,,,,10.344827586206895,0.4468856591378716,0.017661200035736627,Colorectal Neoplasms,4.981766733754459e-06,0.25,0.2958048676974223,1.0,,,,,
2122,CCL2,,,,,,,,,,,1.345266735897998,3.6694559887061823e-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0907761518511323,5.0971341427785556e-17,,,,,,,,,,,,,,,,,1.0818525923848152,1.4659249207860314e-18,,,,,,,1.2190855427063487,6.1165883890833955e-21,,,,,,,,,,,,,,,1.3256907640379072,6.553556228437779e-21,,,,,,,,,,,,,,,,,,,,,,,,,8.62068965517241,,,Colorectal Neoplasms,0.000478249606440428,0.9504950495049505,1.124644249463467,96.0,,,,,
2123,CCL20,,,,,,,,,,,-1.050284356930213,4.662907353160243e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7241379310344862,,,Colorectal Neoplasms,0.0001693800689476516,0.4788732394366197,0.5666121409415413,34.0,Rectal Neoplasms,0.0001252152136484583,0.10526315789473684,0.5174871620417618,4.0
2124,CCL22,,,,,,,,,,,1.224713266857728,1.015642013882062e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0867047552803804,1.565414915470943e-13,,,,,,,,,,,,,,,,,,,,,,,,,3.4482758620689613,,,Colorectal Neoplasms,8.46900344738258e-05,1.0,1.1832194707896893,17.0,,,,,
2125,CXCL5,,,,,,,,,,,1.2084934107648355,9.685713951278092e-05,,,,,1.0412252752992104,0.0007123659655104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1369640868609725,0.0003055729052165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2882606548248832,3.3101338477742444e-05,,,,,,,,,,,,,,,,,,,1.176894668215417,0.0001273092750816,1.1404104770309849,0.0002177310348703,,,10.344827586206895,1.230780612769785,0.0016541914954379677,Colorectal Neoplasms,0.00014945300201263376,1.0,1.1832194707896893,30.0,,,,,
2126,SDC2,,,,,,,,,,,1.2218275234709668,2.2799256304520149e-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0733925789250052,7.399535824845682e-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4482758620689613,,,Colorectal Neoplasms,0.0002989060040252675,0.9836065573770492,1.1638224302849403,60.0,,,,,
2127,ST8SIA1,,,,,,,,,,,1.7689326923836444,1.694006810744225e-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1946116643675704,3.9473427060049086e-21,,,,,,,1.0869990672337424,1.175502719977409e-19,,,,,1.0443005332893291,3.312089731265593e-16,,,,,,,,,,,1.1957112149317697,7.778353521396337e-19,1.033245527133461,8.307786174748324e-16,,,,,,,,,,,,,1.4771533898029594,4.281305886706239e-27,,,,,,,,,,,,,,,,,,,,,,,,,12.06896551724138,0.2674918072122306,0.04615060629729192,Colorectal Neoplasms,1.9927066935017835e-05,1.0,1.1832194707896893,4.0,,,,,
2128,SLAMF1,,,,,,,,,,,1.1631356363930303,4.278486671617164e-16,,,,,,,,,,,,,,,,,-1.020948256620753,1.0650265025237764e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4482758620689613,0.3166497882893926,0.04915365667650113,Colorectal Neoplasms,9.963533467508918e-06,0.6666666666666666,0.7888129805264594,2.0,,,,,
2129,SLC6A1,,,,,,,,,,,1.1824986598921825,1.7520377954730754e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.073016264012408,7.483600621485583e-16,,,,,,,,,,,,,,,,,,,,,,,,,3.4482758620689613,-0.294301447915296,0.04984091227468235,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0,,,,,
2130,SLC8A2,,,,,,,,,,,1.1504140152151394,7.252392767836396e-06,1.1532316549265336,4.005340162411312e-06,,,,,,,1.195036078251974,5.51719836516906e-06,,,,,,,,,1.1757278560517754,5.757775074133956e-06,1.0777107439040752,2.6456500069478823e-05,1.1316873366737363,9.90616083545071e-06,1.249339027931346,5.593299010607866e-07,1.0987487888289242,1.2736289550346398e-05,1.1803040941515617,6.34242701997508e-06,,,,,1.0477236161942434,4.215595955977487e-05,1.0039778744667816,0.0001582126805493,,,1.018239562094444,5.554221316728386e-05,,,1.176557542639562,8.74228263939621e-06,,,1.5683903390090406,3.1244331583210507e-10,1.1161856926043994,2.232373748135053e-05,1.3512209113519604,6.628424253601905e-08,1.4078582352168676,3.1802989025536545e-08,,,1.373487792029061,4.21635675083545e-08,,,1.2799878603533077,7.976464030201262e-07,1.1026524395708446,3.670246928067997e-05,,,1.3540796623453673,1.831857508280076e-07,,,1.133339323407905,5.052322492873564e-06,,,,,,,,,,,1.0898859375173144,2.6437197222706067e-05,1.0270695402797607,3.780595379088191e-05,1.0688634304946265,2.18369434536003e-05,,,,,,,,,1.3026524743237389,2.675131101196015e-07,1.1846971071239336,2.8941571493903044e-06,,,46.55172413793104,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0,,,,,
2131,SLC8A1,,,,,,,,,,,1.0967720720133605,9.027080601021619e-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7241379310344862,,,Colorectal Neoplasms,1.4945300201263376e-05,0.75,0.8874146030922669,3.0,,,,,
2132,SLC14A1,,,,,,,,,,,1.0860100675232154,0.0013865754570606,,,,,1.5199171138988157,1.05666732689536e-05,,,,,2.3183354613298808,5.1322841809258635e-11,1.616718069469244,3.577133737962192e-06,,,,,,,,,,,,,,,1.4350743758700657,5.2638348356142536e-05,1.2177720541348045,0.0004260796766815,,,1.0966590084682752,0.0020207084043375,1.3750582830856166,8.180716627525147e-05,,,1.2203228307670972,0.000424181467617,,,1.0482372813922225,0.0039479499204707,1.1094788369767663,0.0016358972158259,1.106232698014024,0.0017897911360755,,,,,,,2.369405241646364,2.273577612822855e-12,,,,,1.5160661555023485,1.020720240872864e-05,1.5026696655779002,2.1923795975627255e-05,,,1.8629293882319569,9.90195828240826e-08,,,,,,,,,,,,,,,,,1.1088456762667942,0.0014639796807007,,,1.0793960246548158,0.0016821520901664,,,1.5902134303157816,4.779614715761927e-06,2.644123197836923,4.187554225329031e-16,,,,,1.1794966513929517,0.0009837438010274,36.206896551724135,,,Colorectal Neoplasms,1.4945300201263376e-05,0.375,0.44370730154613347,3.0,Rectal Neoplasms,9.391141023634372e-05,0.5,2.4580640196983685,3.0
2133,SNAI2,,,,,,,,,,,1.1581435772530213,5.153417819244485e-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7241379310344862,,,Colorectal Neoplasms,0.0008070462108682223,0.9818181818181818,1.161706389502604,162.0,,,,,
2134,SMARCA1,,,,,,,,,,,1.0255351047286363,1.1568117575615258e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1235146656658337,2.9189409448610097e-15,,,,,,,,,,,,,,,,,,,,,,,,,3.4482758620689613,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0,,,,,
2135,SNCA,,,,,,,,,,,1.4540064222792342,2.6019565558996004e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0052194032568376,1.4143152100415518e-10,,,1.344690500931738,4.59319210393586e-14,,,,,,,,,,,,,,,,,,,,,,,,,5.1724137931034475,0.3671771475864925,0.08041707083526022,Colorectal Neoplasms,0.00019927066935017835,0.7017543859649122,0.8303294531857468,40.0,Rectal Neoplasms,0.00018782282047268744,0.375,1.8435480147737766,6.0
2136,SOX11,,,,,,,,,,,1.1109505568295308,3.264286115321128e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.193103505760667,3.5166281734350684e-14,,,,,,,,,,,,,,,,,,,,,,,,,1.1670150390503615,9.415551623331077e-14,,,,,,,,,,,,,,,1.0141706474313468,8.785908441651713e-10,,,,,,,,,,,,,,,,,,,,,,,,,6.896551724137934,-0.45418864464927045,0.03618747258615761,Colorectal Neoplasms,1.4945300201263376e-05,1.0,1.1832194707896893,3.0,,,,,
2137,SPARC,,,,,,,,,,,1.4274869715986294,5.5087961311437175e-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.124837073869252,3.722960581832001e-24,,,,,,,,,,,,,,,,,,,,,,,,,1.2097634231897822,2.679174947661709e-28,,,,,,,,,,,,,,,1.2595543059632115,1.0523332901373432e-24,,,,,,,,,,,,,,,,,,,,,,,,,6.896551724137934,,,Colorectal Neoplasms,0.00025905187015523183,0.9454545454545454,1.1186802269284335,52.0,Rectal Neoplasms,3.1303803412114575e-05,0.5,2.4580640196983685,1.0
2138,SPI1,,,,,,,,,,,1.3151869518966322,1.6226637524230877e-33,,,,,,,,,,,,,,,,,-1.064730665780421,2.939657432866584e-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1768455680713945,1.5990833712760394e-26,,,,,,,,,,,,,,,,,,,,,,,,,5.1724137931034475,,,Colorectal Neoplasms,4.981766733754459e-05,1.0,1.1832194707896893,10.0,,,,,
2139,SPRR2F,,,,,,,,,,,4.438906221258158,1.128900466715083e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2711292081763554,0.0153167924134405,,,,,,,,,,,,,,,,,,,,,,,-2.275874642970781,0.0168998711210851,,,,,,,,,,,,,,,-2.852027960523269,0.0022283556309707,,,,,3.4958772008679477,0.0001374081079624,,,,,,,-2.305040884386421,0.014967027902376,,,,,,,,,-2.088756439430376,0.0312479129263234,,,,,,,12.06896551724138,2.722306144264431,0.019961525092145466,,,,,,,,,,
2140,ELOVL4,,,,,,,,,,,1.5932040739481554,5.798989680384039e-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1943967282692636,1.7081481873551987e-25,,,,,,,,,,,,,,,,,1.015972764301987,6.138650849104876e-20,,,,,,,1.292269985523655,1.3484391755122586e-29,,,,,,,,,,,,,,,1.3106949931106415,8.247927954864964e-27,,,,,,,,,,,,,,,,,,,,,,,,,8.62068965517241,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0,,,,,
2141,TACR2,,,,,,,,,,,1.9213209455040627,1.7179084244839078e-20,,,,,,,,,,,,,,,,,,,1.08049256401519,1.009554711516933e-06,,,,,,,,,1.2345454844700303,1.4808494186404342e-08,,,,,,,1.3405892208292138,9.628312902424696e-10,,,,,,,,,,,1.2424559815311758,8.2069340276278e-09,1.2220176337279058,3.339798823449781e-08,,,1.1507132659971546,1.3270029733678918e-07,,,1.0671423327999083,8.62467220872875e-07,,,1.50607904574933,3.1220868415375165e-12,1.0881210120722258,1.3408200880594966e-06,,,,,,,,,,,,,1.5488154420424642,1.3332228250704534e-12,,,,,,,,,,,,,,,,,,,,,,,,,18.965517241379317,,,Colorectal Neoplasms,1.4945300201263376e-05,1.0,1.1832194707896893,3.0,,,,,
2142,TAL1,,,,,,,,,,,1.191759422658085,1.511148165975054e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1204047061190077,1.161086624278955e-19,,,,,,,,,,,,,,,,,,,,,,,,,3.4482758620689613,-0.6105713027482356,6.4557615108749906e-06,,,,,,,,,,
2143,TBX15,,,,,,,,,,,1.0033036659465246,6.038540784930546e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2587414480643018,8.144439130851348e-12,,,,,,,,,,,,,,,1.078782895154123,4.4242887938351725e-09,,,,,,,,,1.1800961822212783,9.306803312407048e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.896551724137934,,,,,,,,,,,,
2144,TCF4,,,,,,,,,,,1.455170802900013,1.9925333908221556e-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0321892660955243,5.894099829016288e-30,,,,,,,,,,,,,,,,,,,,,,,,,1.1518533158078277,2.2444843772003756e-35,,,,,,,,,,,,,,,1.198037718766672,7.090136470406055e-33,,,,,,,,,,,,,,,,,,,,,,,,,6.896551724137934,,,Colorectal Neoplasms,0.0012404599167048602,0.9651162790697675,1.1419443729714445,249.0,,,,,
